DistrictName,Cropname,Year,Production,Area,Yield,Rainfall
Achham,Paddy,2010,18000,7570,2378,1487.3
Arghakhanchi,Paddy,2010,22796.8,8768,2600,2015.9
Baglung,Paddy,2010,17121,5792,2956,2170.9
Baitadi,Paddy,2010,14182,6221,2280,1692.2
Bajhang,Paddy,2010,10725,4290,2500,1543.5
Bajura,Paddy,2010,5989,7005,855,1414.4
Banke,Paddy,2010,148925,42550,3500,1447.3
Bara,Paddy,2010,168720,52725,3200,2026.6
Bardiya,Paddy,2010,157812.5,117550,1343,1464.1
Bhaktapur,Paddy,2010,23220,4300,5400,2305.2
Bhojpur,Paddy,2010,37632.711,16103,2337,2060.7
Chitwan,Paddy,2010,110944,32770,3386,2187.5
Dadeldhura,Paddy,2010,14123,28541,495,1609
Dailekh,Paddy,2010,26414,13870,1904,1441.7
Dang,Paddy,2010,119720,36500,3280,1586.8
Darchula,Paddy,2010,9579.45,14305,670,1728
Dhading,Paddy,2010,40882,16670,2452,2188.6
Dhankuta,Paddy,2010,21957,9412,2333,2110.4
Dhanusa,Paddy,2010,173521,61972,2800,1866.3
Dolakha,Paddy,2010,6303.596,3133,2012,2451.2
Dolpa,Paddy,2010,586,1265,463,1343.8
Doti,Paddy,2010,21172.5,5300,3995,1609.2
Gorkha,Paddy,2010,49276,17785,2771,2047.6
Gulmi,Paddy,2010,24500.8,10426,2350,2198.4
Humla,Paddy,2010,858.5,2750,312,1519.9
Ilam,Paddy,2010,45690,14825,3082,2682.1
Jajarkot,Paddy,2010,10021,8507,1178,1705.8
Jhapa,Paddy,2010,271920,82400,3300,2700.7
Jumla,Paddy,2010,7434.942,3522,2111,1824.7
Kailali,Paddy,2010,139965,46655,3000,1571.3
Kalikot,Paddy,2010,6089.5,8372,727,1505.8
Kanchanpur,Paddy,2010,130360,106655,1222,1542.3
Kapilbastu,Paddy,2010,225000,72000,3125,1873.2
Kaski,Paddy,2010,66700,23000,2900,2471.9
Kathmandu,Paddy,2010,41730,8025,5200,2276.2
Kavre,Paddy,2010,32915,11350,2900,2371.8
Khotang,Paddy,2010,27459,14129,1943,1944.6
Lalitpur,Paddy,2010,21390,4650,4600,2323.9
Lamjung,Paddy,2010,33883.5,16135,2100,2315.3
Mahottari,Paddy,2010,78440,34776,2256,1970
Makwanpur,Paddy,2010,36630,11100,3300,2236.8
Manang,Paddy,2010,0,0,0,1735.8
Morang,Paddy,2010,258060,78200,3300,2219.9
Mugu,Paddy,2010,781,565,1382,1437.8
Mustang,Paddy,2010,0,0,0,1138.1
Myagdi,Paddy,2010,10256.4,3895,2633,2047.5
Nawalparasi,Paddy,2010,180373,46690,3863,2110.9
Nuwakot,Paddy,2010,54843,16625,3299,2199.1
Okhaldhunga,Paddy,2010,9850,5030,1958,2029.1
Palpa,Paddy,2010,25210,9561,2637,2344.2
Panchthar,Paddy,2010,21840,10400,2100,2500.6
Parbat,Paddy,2010,23082.4,9595,2406,2513.1
Parsa,Paddy,2010,159208,46690,3410,2051.9
Pyuthan,Paddy,2010,21753.125,6961,3125,1868.5
Ramechhap,Paddy,2010,25049,9460,2648,2262.5
Rasuwa,Paddy,2010,2908.4,1322,2200,2146.4
Rautahat,Paddy,2010,112391.796,42396,2651,1982.5
Rolpa,Paddy,2010,17004,6540,2600,1717.2
Rukum,Paddy,2010,12966,4715,2750,1623.7
Rupandehi,Paddy,2010,278850,71500,3900,2064.2
Salyan,Paddy,2010,11487.875,3455,3325,1530
Sankhuwasabha,Paddy,2010,29816.478,15417,1934,2960.5
Saptari,Paddy,2010,116842,37691,3100,1769.4
Sarlahi,Paddy,2010,111360,39350,2830,2024.3
Sindhuli,Paddy,2010,19009.5,8265,2300,2117
Sindhupalchok,Paddy,2010,27002,12924,2089,2482
Siraha,Paddy,2010,95697,45570,2100,1771.6
Solukhumbu,Paddy,2010,3060,1530,2000,2417.6
Sunsari,Paddy,2010,155993.9,53791,2900,1955.9
Surkhet,Paddy,2010,49229,47798,1030,1506
Syangja,Paddy,2010,58240,19455,2994,2564.2
Tanahu,Paddy,2010,58380,20850,2800,2512.8
Taplejung,Paddy,2010,20099.7,9710,2070,2893
Tehrathum,Paddy,2010,21102,9592,2200,2265.9
Udayapur,Paddy,2010,42625,15500,2750,1868.6
Achham,Wheat,2010,28000,16150,1734,1487.3
Arghakhanchi,Wheat,2010,13478,7340,1836,2015.9
Baglung,Wheat,2010,13267,7035,1886,2170.9
Baitadi,Wheat,2010,12000,7500,1600,1692.2
Bajhang,Wheat,2010,6000,5265,1140,1543.5
Bajura,Wheat,2010,8300,6100,1361,1414.4
Banke,Wheat,2010,52800,18890,2795,1447.3
Bara,Wheat,2010,96900,29000,3341,2026.6
Bardiya,Wheat,2010,119954,49553,2421,1464.1
Bhaktapur,Wheat,2010,9884,3200,3089,2305.2
Bhojpur,Wheat,2010,4160,2510,1657,2060.7
Chitwan,Wheat,2010,26533,8728,3040,2187.5
Dadeldhura,Wheat,2010,9982,51789,193,1609
Dailekh,Wheat,2010,45000,16255,2768,1441.7
Dang,Wheat,2010,38154,17913,2130,1586.8
Darchula,Wheat,2010,5882.5,16315,361,1728
Dhading,Wheat,2010,7914,4680,1691,2188.6
Dhankuta,Wheat,2010,3296,1498,2200,2110.4
Dhanusa,Wheat,2010,96119,38450,2500,1866.3
Dolakha,Wheat,2010,5105,4400,1160,2451.2
Dolpa,Wheat,2010,1552.5,4325,359,1343.8
Doti,Wheat,2010,24700,12000,2058,1609.2
Gorkha,Wheat,2010,7240,4120,1757,2047.6
Gulmi,Wheat,2010,15796,8100,1950,2198.4
Humla,Wheat,2010,943,2300,410,1519.9
Ilam,Wheat,2010,13365,4800,2784,2682.1
Jajarkot,Wheat,2010,9870,7300,1352,1705.8
Jhapa,Wheat,2010,24150,11500,2100,2700.7
Jumla,Wheat,2010,3050,5398,565,1824.7
Kailali,Wheat,2010,64232,32250,1992,1571.3
Kalikot,Wheat,2010,5549,15614,355,1505.8
Kanchanpur,Wheat,2010,49895,66750,747,1542.3
Kapilbastu,Wheat,2010,96986,29995,3233,1873.2
Kaski,Wheat,2010,14200,7000,2029,2471.9
Kathmandu,Wheat,2010,14284,5000,2857,2276.2
Kavre,Wheat,2010,21001,9995,2101,2371.8
Khotang,Wheat,2010,11200,5535,2023,1944.6
Lalitpur,Wheat,2010,12617,4070,3100,2323.9
Lamjung,Wheat,2010,6500,3740,1738,2315.3
Mahottari,Wheat,2010,45250,21540,2101,1970
Makwanpur,Wheat,2010,11796,4213,2800,2236.8
Manang,Wheat,2010,644,293,2198,1735.8
Morang,Wheat,2010,52500,22200,2365,2219.9
Mugu,Wheat,2010,820,1091,752,1437.8
Mustang,Wheat,2010,1081,601,1799,1138.1
Myagdi,Wheat,2010,5845,3045,1920,2047.5
Nawalparasi,Wheat,2010,46140,18830,2450,2110.9
Nuwakot,Wheat,2010,15062,5477,2750,2199.1
Okhaldhunga,Wheat,2010,5684,2842,2000,2029.1
Palpa,Wheat,2010,13425,6235,2153,2344.2
Panchthar,Wheat,2010,7400,4000,1850,2500.6
Parbat,Wheat,2010,6773,2915,2323,2513.1
Parsa,Wheat,2010,75700,23600,3208,2051.9
Pyuthan,Wheat,2010,28050,15574,1801,1868.5
Ramechhap,Wheat,2010,9013,4820,1870,2262.5
Rasuwa,Wheat,2010,1258,850,1480,2146.4
Rautahat,Wheat,2010,37020,15300,2420,1982.5
Rolpa,Wheat,2010,15590,8655,1801,1717.2
Rukum,Wheat,2010,11740,8537,1375,1623.7
Rupandehi,Wheat,2010,105900,30500,3472,2064.2
Salyan,Wheat,2010,14632,11800,1240,1530
Sankhuwasabha,Wheat,2010,2800,1400,2000,2960.5
Saptari,Wheat,2010,48000,20000,2400,1769.4
Sarlahi,Wheat,2010,56000,28000,2000,2024.3
Sindhuli,Wheat,2010,13730,5600,2452,2117
Sindhupalchok,Wheat,2010,6650,7000,950,2482
Siraha,Wheat,2010,31350,17500,1791,1771.6
Solukhumbu,Wheat,2010,7125,3750,1900,2417.6
Sunsari,Wheat,2010,46250,18500,2500,1955.9
Surkhet,Wheat,2010,32877.5,79921,411,1506
Syangja,Wheat,2010,13200,6500,2031,2564.2
Tanahu,Wheat,2010,3435,1905,1803,2512.8
Taplejung,Wheat,2010,3921,1895,2069,2893
Tehrathum,Wheat,2010,4505,2650,1700,2265.9
Udayapur,Wheat,2010,11000,4900,2245,1868.6
Achham,"Maize	 ",2010,4193,2545,1648,1487.3
Arghakhanchi,"Maize	 ",2010,25485,16915,1507,2015.9
Baglung,"Maize	 ",2010,52682,20327,2592,2170.9
Baitadi,"Maize	 ",2010,6390,3744,1707,1692.2
Bajhang,"Maize	 ",2010,3690,5520,668,1543.5
Bajura,"Maize	 ",2010,1406,3650,385,1414.4
Banke,"Maize	 ",2010,18210,9000,2023,1447.3
Bara,"Maize	 ",2010,21000,7500,2800,2026.6
Bardiya,"Maize	 ",2010,12335,42860,288,1464.1
Bhaktapur,"Maize	 ",2010,6000,2000,3000,2305.2
Bhojpur,"Maize	 ",2010,48600,22776,2134,2060.7
Chitwan,"Maize	 ",2010,52463,20660,2539,2187.5
Dadeldhura,"Maize	 ",2010,6003,22140,271,1609
Dailekh,"Maize	 ",2010,41538,16100,2580,1441.7
Dang,"Maize	 ",2010,18446,8660,2130,1586.8
Darchula,"Maize	 ",2010,19790,9960,1987,1728
Dhading,"Maize	 ",2010,43670,17468,2500,2188.6
Dhankuta,"Maize	 ",2010,39736.065,17779,2235,2110.4
Dhanusa,"Maize	 ",2010,4966.5,2365,2100,1866.3
Dolakha,"Maize	 ",2010,12336,5387,2290,2451.2
Dolpa,"Maize	 ",2010,4054,607,6679,1343.8
Doti,"Maize	 ",2010,4514.25,9500,475,1609.2
Gorkha,"Maize	 ",2010,43537,19350,2250,2047.6
Gulmi,"Maize	 ",2010,43908.8,24845,1767,2198.4
Humla,"Maize	 ",2010,166.65,4550,37,1519.9
Ilam,"Maize	 ",2010,77500,31480,2462,2682.1
Jajarkot,"Maize	 ",2010,16215.5,20150,805,1705.8
Jhapa,"Maize	 ",2010,62310,24600,2533,2700.7
Jumla,"Maize	 ",2010,6757.5,5455,1239,1824.7
Kailali,"Maize	 ",2010,11495,5950,1932,1571.3
Kalikot,"Maize	 ",2010,7052.5,13017,542,1505.8
Kanchanpur,"Maize	 ",2010,11697.5,22450,521,1542.3
Kapilbastu,"Maize	 ",2010,3527,1390,2537,1873.2
Kaski,"Maize	 ",2010,52000,20800,2500,2471.9
Kathmandu,"Maize	 ",2010,21260,7400,2873,2276.2
Kavre,"Maize	 ",2010,56096,24279,2310,2371.8
Khotang,"Maize	 ",2010,52000,23000,2261,1944.6
Lalitpur,"Maize	 ",2010,22979,8589,2675,2323.9
Lamjung,"Maize	 ",2010,39137,15900,2461,2315.3
Mahottari,"Maize	 ",2010,6118.25,1935,3162,1970
Makwanpur,"Maize	 ",2010,40456,15560,2600,2236.8
Manang,"Maize	 ",2010,518,185,2800,1735.8
Morang,"Maize	 ",2010,45300,16100,2814,2219.9
Mugu,"Maize	 ",2010,992.5,105,9452,1437.8
Mustang,"Maize	 ",2010,810,525,1543,1138.1
Myagdi,"Maize	 ",2010,33847,11115,3045,2047.5
Nawalparasi,"Maize	 ",2010,33680,10750,3133,2110.9
Nuwakot,"Maize	 ",2010,53509,20115,2660,2199.1
Okhaldhunga,"Maize	 ",2010,23202,12097,1918,2029.1
Palpa,"Maize	 ",2010,42417,21563,1967,2344.2
Panchthar,"Maize	 ",2010,21232.5,14155,1500,2500.6
Parbat,"Maize	 ",2010,27244,14205,1918,2513.1
Parsa,"Maize	 ",2010,12447,4065,3062,2051.9
Pyuthan,"Maize	 ",2010,24652,11588,2127,1868.5
Ramechhap,"Maize	 ",2010,36800,18041,2040,2262.5
Rasuwa,"Maize	 ",2010,4535,2338,1940,2146.4
Rautahat,"Maize	 ",2010,4964.5,4950,1003,1982.5
Rolpa,"Maize	 ",2010,24880,12058,2063,1717.2
Rukum,"Maize	 ",2010,24771,11661,2124,1623.7
Rupandehi,"Maize	 ",2010,7240,2500,2896,2064.2
Salyan,"Maize	 ",2010,14071.4,7406,1900,1530
Sankhuwasabha,"Maize	 ",2010,28259.175,14165,1995,2960.5
Saptari,"Maize	 ",2010,8000,4000,2000,1769.4
Sarlahi,"Maize	 ",2010,17062.5,8125,2100,2024.3
Sindhuli,"Maize	 ",2010,39423,18535,2127,2117
Sindhupalchok,"Maize	 ",2010,52624,23920,2200,2482
Siraha,"Maize	 ",2010,3600,1800,2000,1771.6
Solukhumbu,"Maize	 ",2010,32388,12955,2500,2417.6
Sunsari,"Maize	 ",2010,23250,8500,2735,1955.9
Surkhet,"Maize	 ",2010,44178.5,97613,453,1506
Syangja,"Maize	 ",2010,97028,30900,3140,2564.2
Tanahu,"Maize	 ",2010,68425,26029,2629,2512.8
Taplejung,"Maize	 ",2010,36795,16075,2289,2893
Tehrathum,"Maize	 ",2010,21014,12300,1708,2265.9
Udayapur,"Maize	 ",2010,34980,15900,2200,1868.6
Achham,"Millet	 ",2010,5353,4953,1081,1487.3
Arghakhanchi,"Millet	 ",2010,880,820,1073,2015.9
Baglung,"Millet	 ",2010,23030,17700,1301,2170.9
Baitadi,"Millet	 ",2010,390,302,1291,1692.2
Bajhang,"Millet	 ",2010,1300,1300,1000,1543.5
Bajura,"Millet	 ",2010,2300,2285,1007,1414.4
Banke,"Millet	 ",2010,0,0,0,1447.3
Bara,"Millet	 ",2010,85,78,1090,2026.6
Bardiya,"Millet	 ",2010,150,150,1000,1464.1
Bhaktapur,"Millet	 ",2010,140,100,1400,2305.2
Bhojpur,"Millet	 ",2010,5100,5100,1000,2060.7
Chitwan,"Millet	 ",2010,1868,1810,1032,2187.5
Dadeldhura,"Millet	 ",2010,309.5,9517,33,1609
Dailekh,"Millet	 ",2010,2702.6,2095,1290,1441.7
Dang,"Millet	 ",2010,0,0,0,1586.8
Darchula,"Millet	 ",2010,1240,6195,200,1728
Dhading,"Millet	 ",2010,7160,7140,1003,2188.6
Dhankuta,"Millet	 ",2010,8080,8000,1010,2110.4
Dhanusa,"Millet	 ",2010,425,425,1000,1866.3
Dolakha,"Millet	 ",2010,4094,3555,1152,2451.2
Dolpa,"Millet	 ",2010,401.25,1800,223,1343.8
Doti,"Millet	 ",2010,5589,850,6575,1609.2
Gorkha,"Millet	 ",2010,11605,11605,1000,2047.6
Gulmi,"Millet	 ",2010,2857.6,2916,980,2198.4
Humla,"Millet	 ",2010,1262,3950,319,1519.9
Ilam,"Millet	 ",2010,3312,3312,1000,2682.1
Jajarkot,"Millet	 ",2010,2628,2422,1085,1705.8
Jhapa,"Millet	 ",2010,2160,1800,1200,2700.7
Jumla,"Millet	 ",2010,3925,1252,3135,1824.7
Kailali,"Millet	 ",2010,180,170,1059,1571.3
Kalikot,"Millet	 ",2010,2496,8629,289,1505.8
Kanchanpur,"Millet	 ",2010,490,470,1043,1542.3
Kapilbastu,"Millet	 ",2010,100,100,1000,1873.2
Kaski,"Millet	 ",2010,17568,16640,1056,2471.9
Kathmandu,"Millet	 ",2010,715,714,1001,2276.2
Kavre,"Millet	 ",2010,3550,3505,1013,2371.8
Khotang,"Millet	 ",2010,19800,16500,1200,1944.6
Lalitpur,"Millet	 ",2010,672,580,1159,2323.9
Lamjung,"Millet	 ",2010,7919,7919,1000,2315.3
Mahottari,"Millet	 ",2010,232,232,1000,1970
Makwanpur,"Millet	 ",2010,3206,2850,1125,2236.8
Manang,"Millet	 ",2010,0,0,0,1735.8
Morang,"Millet	 ",2010,1716,1430,1200,2219.9
Mugu,"Millet	 ",2010,1315,1302,1010,1437.8
Mustang,"Millet	 ",2010,0,0,0,1138.1
Myagdi,"Millet	 ",2010,3320,3048,1089,2047.5
Nawalparasi,"Millet	 ",2010,500,500,1000,2110.9
Nuwakot,"Millet	 ",2010,10449,5805,1800,2199.1
Okhaldhunga,"Millet	 ",2010,11865,8785,1351,2029.1
Palpa,"Millet	 ",2010,2920,2580,1132,2344.2
Panchthar,"Millet	 ",2010,8350,5000,1670,2500.6
Parbat,"Millet	 ",2010,8960,8845,1013,2513.1
Parsa,"Millet	 ",2010,83,81,1025,2051.9
Pyuthan,"Millet	 ",2010,2483,1910,1300,1868.5
Ramechhap,"Millet	 ",2010,5051,5060,998,2262.5
Rasuwa,"Millet	 ",2010,1035,1045,990,2146.4
Rautahat,"Millet	 ",2010,45,60,750,1982.5
Rolpa,"Millet	 ",2010,1059.5,1985,534,1717.2
Rukum,"Millet	 ",2010,1061,1061,1000,1623.7
Rupandehi,"Millet	 ",2010,100,100,1000,2064.2
Salyan,"Millet	 ",2010,2316,2525,917,1530
Sankhuwasabha,"Millet	 ",2010,9875,9975,990,2960.5
Saptari,"Millet	 ",2010,250,250,1000,1769.4
Sarlahi,"Millet	 ",2010,215,215,1000,2024.3
Sindhuli,"Millet	 ",2010,10560,10551,1001,2117
Sindhupalchok,"Millet	 ",2010,19330,19330,1000,2482
Siraha,"Millet	 ",2010,700,700,1000,1771.6
Solukhumbu,"Millet	 ",2010,2625,2100,1250,2417.6
Sunsari,"Millet	 ",2010,1200,1200,1000,1955.9
Surkhet,"Millet	 ",2010,2751.5,12958,212,1506
Syangja,"Millet	 ",2010,19325,16805,1150,2564.2
Tanahu,"Millet	 ",2010,6715,6710,1001,2512.8
Taplejung,"Millet	 ",2010,3813,3050,1250,2893
Tehrathum,"Millet	 ",2010,3061,2700,1134,2265.9
Udayapur,"Millet	 ",2010,3965,2575,1540,1868.6
Achham,"Barley	 ",2010,250,250,1000,1487.3
Arghakhanchi,"Barley	 ",2010,593,485,1223,2015.9
Baglung,"Barley	 ",2010,1265,1005,1259,2170.9
Baitadi,"Barley	 ",2010,225,218,1032,1692.2
Bajhang,"Barley	 ",2010,1100,1200,917,1543.5
Bajura,"Barley	 ",2010,1500,1500,1000,1414.4
Banke,"Barley	 ",2010,10,10,1000,1447.3
Bara,"Barley	 ",2010,66,68,971,2026.6
Bardiya,"Barley	 ",2010,45,50,900,1464.1
Bhaktapur,"Barley	 ",2010,50,50,1000,2305.2
Bhojpur,"Barley	 ",2010,40,30,1333,2060.7
Chitwan,"Barley	 ",2010,61,61,1000,2187.5
Dadeldhura,"Barley	 ",2010,176,1582,111,1609
Dailekh,"Barley	 ",2010,269.5,1030,262,1441.7
Dang,"Barley	 ",2010,10,10,1000,1586.8
Darchula,"Barley	 ",2010,1165,3772,309,1728
Dhading,"Barley	 ",2010,350,350,1000,2188.6
Dhankuta,"Barley	 ",2010,10,10,1000,2110.4
Dhanusa,"Barley	 ",2010,5,5,1000,1866.3
Dolakha,"Barley	 ",2010,230,231,996,2451.2
Dolpa,"Barley	 ",2010,1837,1837,1000,1343.8
Doti,"Barley	 ",2010,600,600,1000,1609.2
Gorkha,"Barley	 ",2010,110,110,1000,2047.6
Gulmi,"Barley	 ",2010,570,380,1500,2198.4
Humla,"Barley	 ",2010,446.15,4900,91,1519.9
Ilam,"Barley	 ",2010,75,75,1000,2682.1
Jajarkot,"Barley	 ",2010,285,195,1462,1705.8
Jhapa,"Barley	 ",2010,7,9,778,2700.7
Jumla,"Barley	 ",2010,720,1028,700,1824.7
Kailali,"Barley	 ",2010,5,5,1000,1571.3
Kalikot,"Barley	 ",2010,7876,8702,905,1505.8
Kanchanpur,"Barley	 ",2010,665,555,1198,1542.3
Kapilbastu,"Barley	 ",2010,280,200,1400,1873.2
Kaski,"Barley	 ",2010,109,129,845,2471.9
Kathmandu,"Barley	 ",2010,7,7,1000,2276.2
Kavre,"Barley	 ",2010,750,750,1000,2371.8
Khotang,"Barley	 ",2010,435,550,791,1944.6
Lalitpur,"Barley	 ",2010,72,80,900,2323.9
Lamjung,"Barley	 ",2010,27,28,964,2315.3
Mahottari,"Barley	 ",2010,50,50,1000,1970
Makwanpur,"Barley	 ",2010,25,25,1000,2236.8
Manang,"Barley	 ",2010,273,184,1484,1735.8
Morang,"Barley	 ",2010,0,0,0,2219.9
Mugu,"Barley	 ",2010,701,687,1020,1437.8
Mustang,"Barley	 ",2010,475,270,1759,1138.1
Myagdi,"Barley	 ",2010,559,560,998,2047.5
Nawalparasi,"Barley	 ",2010,88,88,1000,2110.9
Nuwakot,"Barley	 ",2010,250,200,1250,2199.1
Okhaldhunga,"Barley	 ",2010,138,115,1200,2029.1
Palpa,"Barley	 ",2010,38,30,1267,2344.2
Panchthar,"Barley	 ",2010,600,500,1200,2500.6
Parbat,"Barley	 ",2010,176,198,889,2513.1
Parsa,"Barley	 ",2010,34,34,1000,2051.9
Pyuthan,"Barley	 ",2010,1529,1390,1100,1868.5
Ramechhap,"Barley	 ",2010,81,100,810,2262.5
Rasuwa,"Barley	 ",2010,396,300,1320,2146.4
Rautahat,"Barley	 ",2010,52,52,1000,1982.5
Rolpa,"Barley	 ",2010,578,510,1133,1717.2
Rukum,"Barley	 ",2010,560,520,1077,1623.7
Rupandehi,"Barley	 ",2010,30,30,1000,2064.2
Salyan,"Barley	 ",2010,478,735,650,1530
Sankhuwasabha,"Barley	 ",2010,26,35,743,2960.5
Saptari,"Barley	 ",2010,0,0,0,1769.4
Sarlahi,"Barley	 ",2010,50,50,1000,2024.3
Sindhuli,"Barley	 ",2010,90,56,1607,2117
Sindhupalchok,"Barley	 ",2010,242,220,1100,2482
Siraha,"Barley	 ",2010,0,0,0,1771.6
Solukhumbu,"Barley	 ",2010,224,200,1120,2417.6
Sunsari,"Barley	 ",2010,0,0,0,1955.9
Surkhet,"Barley	 ",2010,1354.5,5305,255,1506
Syangja,"Barley	 ",2010,120,200,600,2564.2
Tanahu,"Barley	 ",2010,5,6,833,2512.8
Taplejung,"Barley	 ",2010,300,240,1250,2893
Tehrathum,"Barley	 ",2010,110,100,1100,2265.9
Udayapur,"Barley	 ",2010,36,39,923,1868.6
Achham,Buckwheat,2010,0,0,0,1487.3
Arghakhanchi,Buckwheat,2010,330,336,982.14,2015.9
Baglung,Buckwheat,2010,110,100,1100,2170.9
Baitadi,Buckwheat,2010,0,0,0,1692.2
Bajhang,Buckwheat,2010,75,100,750,1543.5
Bajura,Buckwheat,2010,0,0,0,1414.4
Banke,Buckwheat,2010,0,0,0,1447.3
Bara,Buckwheat,2010,0,0,0,2026.6
Bardiya,Buckwheat,2010,0,0,0,1464.1
Bhaktapur,Buckwheat,2010,0,0,0,2305.2
Bhojpur,Buckwheat,2010,52.5,75,700,2060.7
Chitwan,Buckwheat,2010,775,700,1107.14,2187.5
Dadeldhura,Buckwheat,2010,0,0,0,1609
Dailekh,Buckwheat,2010,0,0,0,1441.7
Dang,Buckwheat,2010,0,0,0,1586.8
Darchula,Buckwheat,2010,85.5,107,799.07,1728
Dhading,Buckwheat,2010,0,0,0,2188.6
Dhankuta,Buckwheat,2010,12.5,25,500,2110.4
Dhanusa,Buckwheat,2010,0,0,0,1866.3
Dolakha,Buckwheat,2010,0,0,0,2451.2
Dolpa,Buckwheat,2010,750,500,1500,1343.8
Doti,Buckwheat,2010,0,0,0,1609.2
Gorkha,Buckwheat,2010,380,380,1000,2047.6
Gulmi,Buckwheat,2010,204,195,1046.15,2198.4
Humla,Buckwheat,2010,651,0,700,1519.9
Ilam,Buckwheat,2010,20,28,714.29,2682.1
Jajarkot,Buckwheat,2010,0,0,0,1705.8
Jhapa,Buckwheat,2010,1300,1300,1000,2700.7
Jumla,Buckwheat,2010,0,0,0,1824.7
Kailali,Buckwheat,2010,0,0,0,1571.3
Kalikot,Buckwheat,2010,1641,1730,948.55,1505.8
Kanchanpur,Buckwheat,2010,0,0,0,1542.3
Kapilbastu,Buckwheat,2010,0,0,0,1873.2
Kaski,Buckwheat,2010,14,18,777.78,2471.9
Kathmandu,Buckwheat,2010,0,0,0,2276.2
Kavre,Buckwheat,2010,0,950,0,2371.8
Khotang,Buckwheat,2010,450,720,625,1944.6
Lalitpur,Buckwheat,2010,24,48,500,2323.9
Lamjung,Buckwheat,2010,16,19,842.11,2315.3
Mahottari,Buckwheat,2010,0,0,0,1970
Makwanpur,Buckwheat,2010,180,300,600,2236.8
Manang,Buckwheat,2010,575,410,1402.44,1735.8
Morang,Buckwheat,2010,0,0,0,2219.9
Mugu,Buckwheat,2010,0,0,0,1437.8
Mustang,Buckwheat,2010,955,575,1660.87,1138.1
Myagdi,Buckwheat,2010,0,0,0,2047.5
Nawalparasi,Buckwheat,2010,200,220,909.09,2110.9
Nuwakot,Buckwheat,2010,0,0,0,2199.1
Okhaldhunga,Buckwheat,2010,79.9,94,850,2029.1
Palpa,Buckwheat,2010,433,460,941.3,2344.2
Panchthar,Buckwheat,2010,42,60,700,2500.6
Parbat,Buckwheat,2010,28.26,34,831.18,2513.1
Parsa,Buckwheat,2010,0,0,0,2051.9
Pyuthan,Buckwheat,2010,88,80,1100,1868.5
Ramechhap,Buckwheat,2010,19,19,1000,2262.5
Rasuwa,Buckwheat,2010,0,0,0,2146.4
Rautahat,Buckwheat,2010,0,0,0,1982.5
Rolpa,Buckwheat,2010,0,0,0,1717.2
Rukum,Buckwheat,2010,0,0,0,1623.7
Rupandehi,Buckwheat,2010,0,0,0,2064.2
Salyan,Buckwheat,2010,26.4,24,1100,1530
Sankhuwasabha,Buckwheat,2010,0,0,0,2960.5
Saptari,Buckwheat,2010,0,0,0,1769.4
Sarlahi,Buckwheat,2010,0,0,0,2024.3
Sindhuli,Buckwheat,2010,260,525,495.24,2117
Sindhupalchok,Buckwheat,2010,0,0,0,2482
Siraha,Buckwheat,2010,0,0,0,1771.6
Solukhumbu,Buckwheat,2010,180,300,600,2417.6
Sunsari,Buckwheat,2010,50,50,1000,1955.9
Surkhet,Buckwheat,2010,114.4,104,1100,1506
Syangja,Buckwheat,2010,112.75,205,550,2564.2
Tanahu,Buckwheat,2010,175,192,911.46,2512.8
Taplejung,Buckwheat,2010,0,0,0,2893
